0,0,1,2,2,2,2,2,3,5,7,9,11,17,20,20,20,19,18,17,15,13,12,10,8,7,6,6,6,6,6,5,4,4,4,4,4,3,3,3
0,0,2,2,3,3,2,2,3,6,8,11,14,20,23,23,21,19,18,16,14,13,11,9,7,6,5,6,6,6,6,5,5,4,4,4,4,4,4,4
0,1,2,2,3,3,3,3,4,7,10,13,17,23,26,26,23,20,18,15,14,11,9,8,7,5,5,6,6,6,6,5,5,6,5,5,6,6,5,6
0,1,2,3,3,4,3,4,5,9,11,15,23,26,29,28,24,21,17,15,12,9,7,7,6,5,5,6,6,6,6,5,5,6,6,7,7,8,7,7
0,1,2,3,4,5,4,5,8,11,13,17,40,56,43,29,25,20,15,14,10,9,7,7,6,6,6,6,7,6,6,5,6,6,7,9,11,10,9,9
0,2,3,4,5,5,5,6,9,13,16,30,56,57,43,32,21,17,15,12,10,8,7,6,6,6,6,7,7,7,6,6,6,7,9,11,12,12,11,11
0,2,3,4,5,6,6,8,12,15,18,30,54,67,54,25,20,13,12,11,9,8,6,6,6,6,7,6,7,7,7,7,7,11,12,13,14,13,13,13
2,3,3,5,5,6,8,9,14,16,19,23,46,54,35,20,13,13,12,10,9,8,6,6,6,6,7,7,7,8,9,9,11,13,14,14,13,13,14,14
2,3,4,5,6,6,8,12,15,18,19,21,26,42,23,19,13,12,11,10,9,8,7,6,6,6,6,7,8,9,10,10,13,13,15,14,12,14,16,16
3,4,4,5,6,7,9,12,18,26,23,21,23,23,22,18,16,12,11,10,10,8,7,6,6,6,6,7,9,11,12,11,12,13,13,10,11,13,16,19
3,5,5,5,5,7,9,12,26,27,23,22,21,23,21,18,16,13,12,10,10,9,8,6,6,6,7,7,9,11,12,12,11,9,9,10,11,16,19,21
3,5,5,5,5,7,9,11,26,27,28,21,21,20,19,18,17,13,11,10,10,9,8,7,6,6,7,8,10,11,12,11,9,9,9,10,13,18,21,24
3,5,5,5,5,6,8,11,26,26,23,20,18,19,19,18,16,13,11,10,10,9,8,7,6,7,7,8,9,10,9,10,9,9,10,13,15,20,23,24
3,5,5,5,5,6,7,9,15,22,20,15,18,19,19,18,15,12,10,10,10,9,8,7,7,7,8,8,8,8,8,9,9,10,12,13,16,19,23,24
3,5,5,5,6,5,6,8,9,10,12,14,15,17,18,16,14,11,10,10,10,10,9,8,7,7,8,7,7,6,8,8,9,10,12,14,16,19,22,24
3,4,5,5,5,5,5,7,8,10,10,11,15,15,15,15,13,11,10,11,12,11,10,9,8,8,7,6,6,6,6,8,9,10,12,14,16,18,20,23
2,3,4,5,5,4,5,6,8,9,10,10,11,13,14,14,13,12,11,12,13,12,11,10,9,8,6,6,6,6,7,8,9,10,12,14,16,19,21,22
1,3,4,4,4,4,5,5,6,8,9,8,10,13,13,14,14,13,12,13,13,13,12,10,9,8,7,6,6,6,7,9,10,11,11,13,16,19,20,21
2,2,3,4,4,4,5,5,6,6,7,8,10,11,14,15,16,14,13,13,13,13,12,11,10,9,8,7,7,7,8,9,10,11,13,14,18,19,19,20
2,3,4,4,4,4,4,5,5,5,6,7,9,12,15,18,17,16,15,14,13,13,12,11,10,10,9,8,7,7,8,9,10,11,13,16,18,19,19,18
3,3,4,5,4,4,4,4,5,5,5,8,10,14,18,19,19,17,16,15,14,13,12,12,11,10,9,8,8,8,8,9,11,13,14,17,17,18,18,17
3,4,5,5,4,4,4,4,4,4,6,9,11,14,18,19,19,18,18,16,14,13,13,12,12,12,10,9,8,8,8,10,11,13,15,16,17,17,17,16
4,5,6,6,4,4,4,4,4,5,7,10,13,15,19,20,20,18,16,16,14,14,14,13,13,12,11,9,8,8,9,10,12,13,15,16,16,16,17,17
6,6,6,6,4,4,4,4,5,6,7,11,14,17,17,21,18,17,16,16,16,14,14,14,14,13,12,10,9,8,10,11,12,13,14,16,16,16,16,17
7,6,6,6,5,4,5,5,6,7,8,12,15,15,17,17,16,16,16,17,16,15,14,14,14,14,12,11,10,11,11,12,12,13,13,15,16,16,17,18
7,7,6,6,5,5,5,6,6,7,10,12,14,15,14,15,14,15,17,17,17,16,14,13,13,13,12,11,12,12,13,12,12,12,13,14,16,17,18,19
